Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Precaution_1,Precaution_2,Precaution_3,Precaution_4
hepatitis e, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,stop alcohol consumption,rest,consult doctor,medication
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,stop alcohol consumption,consult doctor,medication,follow up
tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,cover mouth,consult doctor,medication,rest
common cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,consult doctor,medication,rest,follow up
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,call ambulance,chew or swallow asprin,keep calm,
varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,reduce stress,exercise,eat healthy,get proper sleep
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,eat healthy,massage,use lemon balm,take radioactive iodine treatment
hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,lie down on side,check in pulse,drink sugary drinks,consult doctor
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,acetaminophen,consult nearest hospital,follow up,salt baths
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,exercise,use hot and cold therapy,try acupuncture,massage
(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax
acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,,apply calamine,cover area with bandage,,use ice to compress itching
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy
drug reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,,avoid open cuts,wear ppe if possible,consult doctor,follow up
diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,,have balanced diet,exercise,consult doctor,follow up
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
bronchial asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,,switch to loose cloothing,take deep breaths,get away from trigger,seek help
hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,,meditation,reduce stress,use poloroid glasses in sun,consult doctor
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,massage,eat healthy,exercise,consult doctor
jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis b,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,consult doctor,medication,eat healthy,follow up
hepatitis e, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,stop alcohol consumption,rest,consult doctor,medication
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,stop alcohol consumption,consult doctor,medication,follow up
tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,cover mouth,consult doctor,medication,rest
common cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,consult doctor,medication,rest,follow up
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,call ambulance,chew or swallow asprin,keep calm,
varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,reduce stress,exercise,eat healthy,get proper sleep
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,eat healthy,massage,use lemon balm,take radioactive iodine treatment
hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,lie down on side,check in pulse,drink sugary drinks,consult doctor
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,acetaminophen,consult nearest hospital,follow up,salt baths
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,exercise,use hot and cold therapy,try acupuncture,massage
(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax
acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,,apply calamine,cover area with bandage,,use ice to compress itching
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy
drug reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,,avoid open cuts,wear ppe if possible,consult doctor,follow up
diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,,have balanced diet,exercise,consult doctor,follow up
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
bronchial asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,,switch to loose cloothing,take deep breaths,get away from trigger,seek help
hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,,meditation,reduce stress,use poloroid glasses in sun,consult doctor
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,massage,eat healthy,exercise,consult doctor
jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
